,date,species,bands,sx,sy
3524,6/1/2018,GRSP,SW-WW,712169,4329804
4146,5/24/2019,GRSP,SW-YD,712801,4331361
703,5/13/2015,GRSP,SW-YK,713832,4335465
709,5/13/2015,GRSP,SW-YK,713832,4335465
987,6/17/2015,GRSP,SW-YK,713832,4335465
3647,6/18/2018,GRSP,SX-YW,710920,4332122
3652,6/18/2018,GRSP,SX-YW,710919,4332131
3648,6/18/2018,GRSP,SX-YW,710902,4332136
802,5/27/2015,GRSP,SY-AD,712335,4329437
554,7/19/2014,GRSP,SY-AD,712372,4329455
446,7/2/2014,GRSP,SY-AR,708426,4329407
316,6/11/2014,GRSP,SY-AR,708583,4329472
820,5/31/2015,GRSP,SY-BD,711565,4331021
37,5/9/2014,GRSP,SY-BK,712660,4329370
63,5/9/2014,GRSP,SY-BK,712660,4329370
192,5/28/2014,GRSP,SY-BK,712313,4330208
4791,6/20/2020,GRSP,SY-BO,710982,4330677
4790,6/20/2020,GRSP,SY-BO,710995,4330688
4789,6/20/2020,GRSP,SY-BO,710989,4330698
4703,6/4/2020,GRSP,SY-BO,710984,4330706
3102,7/8/2017,GRSP,SY-DD,712560,4331614
3112,7/8/2017,GRSP,SY-DD,712541,4331625
3096,7/8/2017,GRSP,SY-DD,712557,4331639
2857,6/7/2017,GRSP,SY-DO,712617,4331604
2044,6/8/2016,GRSP,SY-DO,712631,4331610
413,6/28/2014,GRSP,SY-GG,712338,4330132
416,6/28/2014,GRSP,SY-GG,712338,4330132
388,6/22/2014,GRSP,SY-GG,712369,4330161
389,6/23/2014,GRSP,SY-GG,712347,4330211
390,6/23/2014,GRSP,SY-GG,712347,4330211
92,5/13/2014,GRSP,SY-GO,711765,4329847
58,5/9/2014,GRSP,SY-GP,712200,4329325
95,5/14/2014,GRSP,SY-GPx,712200,4329325
2182,6/20/2016,GRSP,SY-GW,713212,4334535
2164,6/20/2016,GRSP,SY-GW,713223,4334574
2181,6/20/2016,GRSP,SY-GW,713213,4334589
726,5/18/2015,GRSP,SY-KG,710752,4331185
1467,7/22/2015,GRSP,SY-KG,714055,4335542
1502,7/25/2015,GRSP,SY-KG,713851,4335576
1503,7/25/2015,GRSP,SY-KG,713826,4335579
1507,7/25/2015,GRSP,SY-KG,713809,4335588
3460,5/25/2018,GRSP,SY-KK,711297,4331854
126,5/20/2014,GRSP,SY-KP,708460,4329109
2991,6/26/2017,GRSP,SY-KR,711668,4329315
2999,6/26/2017,GRSP,SY-KR,711668,4329315
3669,6/19/2018,GRSP,SY-KR,711746,4329937
3786,7/2/2018,GRSP,SY-KR,711724,4329938
3732,6/26/2018,GRSP,SY-KR,711742,4329942
3734,6/26/2018,GRSP,SY-KR,711745,4329952
3789,7/2/2018,GRSP,SY-KR,711723,4329953
2860,6/8/2017,GRSP,SY-KR,711838,4330031
2419,7/11/2016,GRSP,SY-KY,711802,4328454
2416,7/11/2016,GRSP,SY-KY,711799,4328480
2421,7/11/2016,GRSP,SY-KY,711833,4328480
924,6/10/2015,GRSP,SY-KY,712585,4328863
1262,7/11/2015,GRSP,SY-KY,712537,4328885
4740,6/13/2020,GRSP,SY-OB,712722,4331599
1651,8/8/2015,GRSP,SY-OD,711859,4329356
1206,7/6/2015,GRSP,SY-OD,711767,4329387
1008,6/22/2015,GRSP,SY-OD,711824,4329389
1051,6/24/2015,GRSP,SY-OD,711897,4329395
1207,7/6/2015,GRSP,SY-OD,711795,4329397
1203,7/6/2015,GRSP,SY-OD,711824,4329400
1062,6/26/2015,GRSP,SY-OD,711876,4329417
770,5/22/2015,GRSP,SY-OD,711860,4329685
156,5/23/2014,GRSP,SY-OG,711640,4328450
785,5/26/2015,GRSP,SY-OK,710647,4327979
1517,7/25/2015,GRSP,SY-OK,713983,4335487
1501,7/25/2015,GRSP,SY-OK,714025,4335496
1510,7/25/2015,GRSP,SY-OK,714022,4335532
1518,7/25/2015,GRSP,SY-OK,713965,4335579
1272,7/11/2015,GRSP,SY-OO,712156,4330037
1441,7/21/2015,GRSP,SY-OO,712170,4330078
748,5/21/2015,GRSP,SY-OO,712140,4330082
1261,7/11/2015,GRSP,SY-OO,712193,4330093
1415,7/21/2015,GRSP,SY-OO,712206,4330093
1421,7/21/2015,GRSP,SY-OO,712201,4330119
1270,7/11/2015,GRSP,SY-OO,712157,4330133
57,5/9/2014,GRSP,SY-OP,712200,4329325
96,5/14/2014,GRSP,SY-OP,712200,4329325
371,6/18/2014,GRSP,SY-OP,712178,4329382
1038,6/24/2015,GRSP,SY-OP,712308,4329412
935,6/12/2015,GRSP,SY-OP,712283,4329436
374,6/20/2014,GRSP,SY-OR,712174,4328402
1922,6/2/2016,GRSP,SY-OY,711875,4329128
2888,6/10/2017,GRSP,SY-OY,711873,4329132
1919,6/2/2016,GRSP,SY-OY,711899,4329148
235,6/2/2014,GRSP,SY-OY,712210,4329884
1146,7/2/2015,GRSP,SY-PK,711605,4329984
1928,6/3/2016,GRSP,SY-PK,711590,4329998
1929,6/3/2016,GRSP,SY-PK,711642,4330003
1961,6/4/2016,GRSP,SY-PK,711642,4330021
1936,6/3/2016,GRSP,SY-PK,711608,4330046
2197,6/20/2016,GRSP,SY-PW,713425,4334293
2186,6/20/2016,GRSP,SY-PW,713430,4334304
2168,6/20/2016,GRSP,SY-PW,713254,4334309
2194,6/20/2016,GRSP,SY-PW,713395,4334312
2169,6/20/2016,GRSP,SY-PW,713390,4334330
2195,6/20/2016,GRSP,SY-PW,713390,4334330
2696,5/18/2017,GRSP,SY-PW,713089,4334438
3277,7/31/2017,GRSP,SY-PW,713110,4334474
3283,7/31/2017,GRSP,SY-PW,713081,4334474
3284,7/31/2017,GRSP,SY-PW,713099,4334484
2704,5/18/2017,GRSP,SY-PW,713102,4334485
2109,6/16/2016,GRSP,SY-PW,713029,4334518
1717,5/10/2016,GRSP,SY-PY,710838,4330797
120,5/20/2014,GRSP,SY-RDx,712208,4328536
242,6/3/2014,GRSP,SY-RG,711060,4328455
4901,7/10/2020,GRSP,SY-RO,711217,4331096
4903,7/10/2020,GRSP,SY-RO,711209,4331107
4705,6/4/2020,GRSP,SY-RO,711215,4331123
4886,7/8/2020,GRSP,SY-RP,713528,4335152
546,7/17/2014,GRSP,SY-RR,713693,4335145
121,5/20/2014,GRSP,SY-RY,712133,4328611
1419,7/21/2015,GRSP,SY-SR,712586,4328868
1432,7/21/2015,GRSP,SY-SR,712530,4328878
3160,7/12/2017,GRSP,SY-WD,713526,4334439
103,5/17/2014,GRSP,SY-WG,711364,4330694
117,5/18/2014,GRSP,SY-WG,711379,4330771
670,5/10/2015,GRSP,SY-WP,713512,4334205
677,5/11/2015,GRSP,SY-WP,713512,4334205
1622,8/6/2015,GRSP,SY-WP,713425,4334229
1634,8/6/2015,GRSP,SY-WP,713393,4334239
1611,8/6/2015,GRSP,SY-WP,713422,4334270
1617,8/6/2015,GRSP,SY-WP,713398,4334280
1866,5/26/2016,GRSP,SY-WP,713350,4334300
2338,7/1/2016,GRSP,SY-WP,713446,4334303
1857,5/26/2016,GRSP,SY-WP,713374,4334327
2336,7/1/2016,GRSP,SY-WP,713435,4334329
2334,7/1/2016,GRSP,SY-WP,713424,4334337
1860,5/26/2016,GRSP,SY-WP,713359,4334341
2335,7/1/2016,GRSP,SY-WP,713398,4334342
1549,7/27/2015,GRSP,SY-WP,713431,4334441
633,5/2/2015,GRSP,SY-WY,712505,4329555
792,5/27/2015,GRSP,SY-YD,712158,4329411
3235,7/19/2017,GRSP,SY-YD,713506,4334390
199,5/29/2014,GRSP,SY-YK,712130,4328600
586,7/24/2014,GRSP,SY-YO,712398,4330338
165,5/26/2014,GRSP,SY-YO,712460,4330343
429,6/30/2014,GRSP,SY-YO,712358,4330425
191,5/28/2014,GRSP,SY-YW,711790,4329789
90,5/13/2014,GRSP,SY-YW,711763,4329847
793,5/27/2015,GRSP,SY-YY,712215,4329474
2482,7/19/2016,GRSP,SY-YY,711427,4330579
2483,7/19/2016,GRSP,SY-YY,711429,4330646
2375,7/6/2016,GRSP,SY-YY,711461,4330666
1711,5/7/2016,GRSP,SY-YY,711465,4330672
1712,5/7/2016,GRSP,SY-YY,711465,4330672
2481,7/19/2016,GRSP,SY-YY,711438,4330674
1413,7/21/2015,GRSP,SY-YY,711455,4330677
1046,6/24/2015,GRSP,SY-YY,711492,4330683
1026,6/24/2015,GRSP,SY-YY,711447,4330687
1044,6/24/2015,GRSP,SY-YY,711493,4330687
2082,6/14/2016,GRSP,SY-YY,711437,4330699
1035,6/24/2015,GRSP,SY-YY,711493,4330700
2147,6/18/2016,GRSP,SY-YY,711479,4330702
1402,7/21/2015,GRSP,SY-YY,711457,4330708
1037,6/24/2015,GRSP,SY-YY,711452,4330720
2132,6/18/2016,GRSP,SY-YY,711473,4330720
1040,6/24/2015,GRSP,SY-YY,711466,4330736
2150,6/18/2016,GRSP,SY-YY,711450,4330736
1048,6/24/2015,GRSP,SY-YY,711500,4330738
1031,6/24/2015,GRSP,SY-YY,711493,4330761
2616,5/5/2017,GRSP,VS-BY,712544,4330206
2622,5/6/2017,GRSP,VS-OR,707114,4330086
2627,5/6/2017,GRSP,VS-OR,707114,4330086
3092,7/8/2017,GRSP,VS-OR,713528,4335341
3106,7/8/2017,GRSP,VS-OR,713541,4335405
2602,5/2/2017,GRSP,VS-OY,712520,4330204
2608,5/2/2017,GRSP,VS-RG,712456,4330149
2665,5/9/2017,GRSP,VS-RW,711419,4330539
2611,5/4/2017,GRSP,VS-WO,712676,4330319
2605,5/2/2017,GRSP,VV-VS,712427,4330008
3168,7/13/2017,GRSP,WA-AS,712576,4331548
4063,5/15/2019,GRSP,WA-OS,707179,4326960
4056,5/15/2019,GRSP,WA-OS,711459,4328573
4059,5/15/2019,GRSP,WA-OS,711142,4328577
4581,4/25/2020,GRSP,WA-OS,706509,4329923
4637,5/20/2020,GRSP,WA-OS,712438,4330115
4028,5/4/2019,GRSP,WA-OS,712405,4330146
4586,4/25/2020,GRSP,WA-OS,712595,4330175
4592,4/25/2020,GRSP,WA-OS,712582,4330179
3302,5/8/2018,GRSP,WA-OS,712233,4330301
3423,5/23/2018,GRSP,WA-OS,712268,4330401
542,7/17/2014,GRSP,WA-RS,713811,4335238
3140,7/10/2017,GRSP,WA-SK,711783,4329756
341,6/13/2014,GRSP,WB-BS,712481,4329628
444,7/2/2014,GRSP,WB-BS,712481,4329628
555,7/19/2014,GRSP,WB-BS,712496,4329650
560,7/19/2014,GRSP,WB-BS,712508,4329673
733,5/18/2015,GRSP,WB-KS,710943,4330711
1572,7/30/2015,GRSP,WB-KS,710986,4330712
1064,6/26/2015,GRSP,WB-KS,710875,4330729
3603,6/11/2018,GRSP,WB-SR,709667,4328953
3970,7/25/2018,GRSP,WB-SR,712670,4330387
3979,7/25/2018,GRSP,WB-SR,712670,4330387
3850,7/9/2018,GRSP,WB-SR,711190,4330564
3843,7/9/2018,GRSP,WB-SR,711179,4330572
1425,7/21/2015,GRSP,WB-SR,711090,4330576
3779,6/30/2018,GRSP,WB-SR,711165,4330594
3852,7/9/2018,GRSP,WB-SR,711175,4330596
3616,6/11/2018,GRSP,WB-SR,711166,4330599
3780,6/30/2018,GRSP,WB-SR,711155,4330599
3697,6/22/2018,GRSP,WB-SR,711127,4330606
1404,7/21/2015,GRSP,WB-SR,711046,4330612
3978,7/25/2018,GRSP,WB-SR,711175,4330613
2874,6/9/2017,GRSP,WB-SR,711196,4330614
3614,6/11/2018,GRSP,WB-SR,711191,4330615
3142,7/10/2017,GRSP,WB-SR,711137,4330618
3714,6/22/2018,GRSP,WB-SR,711138,4330618
1414,7/21/2015,GRSP,WB-SR,711072,4330620
3245,7/21/2017,GRSP,WB-SR,711163,4330626
3143,7/10/2017,GRSP,WB-SR,711157,4330628
3149,7/10/2017,GRSP,WB-SR,711189,4330631
3615,6/11/2018,GRSP,WB-SR,711190,4330632
2872,6/9/2017,GRSP,WB-SR,711195,4330633
2600,4/21/2017,GRSP,WB-SR,711119,4330634
3707,6/22/2018,GRSP,WB-SR,711135,4330638
2876,6/9/2017,GRSP,WB-SR,711181,4330639
2595,4/21/2017,GRSP,WB-SR,711150,4330641
3698,6/22/2018,GRSP,WB-SR,711168,4330641
2869,6/9/2017,GRSP,WB-SR,711154,4330642
2887,6/9/2017,GRSP,WB-SR,711181,4330644
2596,4/21/2017,GRSP,WB-SR,711108,4330648
3998,7/31/2018,GRSP,WB-SR,711190,4330653
966,6/16/2015,GRSP,WB-SR,711024,4330673
2079,6/13/2016,GRSP,WB-SR,711116,4330693
745,5/21/2015,GRSP,WB-SR,711127,4330709
1715,5/10/2016,GRSP,WB-SR,711097,4330741
2152,6/18/2016,GRSP,WB-SR,711048,4330741
2131,6/18/2016,GRSP,WB-SR,711060,4330753
2136,6/18/2016,GRSP,WB-SR,711059,4330764
3344,5/14/2018,GRSP,WB-SR,712204,4332341
3335,5/14/2018,GRSP,WB-SR,712520,4332342
796,5/27/2015,GRSP,WB-SY,711478,4330711
2624,5/6/2017,GRSP,WB-VS,713633,4335393
2631,5/6/2017,GRSP,WB-VS,713633,4335393
2900,6/12/2017,GRSP,WB-VS,713625,4335407
4430,6/29/2019,GRSP,WB-YS,711893,4329843
4435,6/29/2019,GRSP,WB-YS,711910,4329867
4440,6/29/2019,GRSP,WB-YS,711873,4329880
223,5/31/2014,GRSP,WD-AS,711414,4330748
197,5/29/2014,GRSP,WD-AS,711391,4330792
119,5/20/2014,GRSP,WD-AS,711447,4330839
803,5/28/2015,GRSP,WD-GS,711042,4328674
1995,6/6/2016,GRSP,WD-GS,712062,4330185
2000,6/6/2016,GRSP,WD-GS,712095,4330196
1989,6/6/2016,GRSP,WD-GS,712077,4330213
1364,7/17/2015,GRSP,WD-OS,713559,4334535
1362,7/17/2015,GRSP,WD-OS,713555,4334557
1072,6/27/2015,GRSP,WD-OS,713531,4334577
1241,7/8/2015,GRSP,WD-RS,711618,4330930
1655,8/10/2015,GRSP,WD-SA,713275,4334431
1087,6/28/2015,GRSP,WD-SA,713490,4334445
1355,7/17/2015,GRSP,WD-SA,713451,4334520
1264,7/11/2015,GRSP,WD-SY,711707,4329769
960,6/15/2015,GRSP,WD-SY,712116,4329970
4086,5/17/2019,GRSP,WD-WS,713729,4335517
1761,5/18/2016,GRSP,WG-GS,709635,4328556
1900,5/30/2016,GRSP,WG-GS,712080,4329829
1899,5/30/2016,GRSP,WG-GS,712016,4330147
3602,6/9/2018,GRSP,WG-KS,712055,4329268
3775,6/28/2018,GRSP,WG-KS,712510,4329569
3778,6/28/2018,GRSP,WG-KS,712510,4329569
3771,6/28/2018,GRSP,WG-KS,712509,4329570
3323,5/12/2018,GRSP,WG-KS,712479,4329585
4346,6/19/2019,GRSP,WG-KS,712497,4329606
3521,6/1/2018,GRSP,WG-KS,712426,4329607
3534,6/1/2018,GRSP,WG-KS,712426,4329607
4135,5/23/2019,GRSP,WG-KS,712463,4329622
4054,5/15/2019,GRSP,WG-KS,712300,4329976
4064,5/15/2019,GRSP,WG-KS,712132,4330247
4060,5/15/2019,GRSP,WG-KS,712404,4330413
2868,6/9/2017,GRSP,WG-OS,711614,4331121
2883,6/9/2017,GRSP,WG-OS,711612,4331143
2881,6/9/2017,GRSP,WG-OS,711638,4331161
813,5/31/2015,GRSP,WG-RS,711634,4331040
3793,7/3/2018,GRSP,WG-RS,710998,4332204
3794,7/3/2018,GRSP,WG-RS,710981,4332255
3749,6/27/2018,GRSP,WG-RS,710841,4332388
1902,5/30/2016,GRSP,WG-SA,712070,4329832
3476,5/26/2018,GRSP,WG-SD,712249,4329669
189,5/28/2014,GRSP,WG-SG,712364,4330134
180,5/28/2014,GRSP,WG-SG,712341,4330195
791,5/26/2015,GRSP,WG-SY,713525,4335597
899,6/8/2015,GRSP,WG-SY,713535,4335613
2005,6/6/2016,GRSP,WK-BS,712700,4332073
1987,6/6/2016,GRSP,WK-BS,712718,4332092
2011,6/6/2016,GRSP,WK-BS,712699,4332102
1680,5/2/2016,GRSP,WK-BS,712719,4332308
530,7/15/2014,GRSP,WK-OS,708733,4328762
556,7/19/2014,GRSP,WK-PS,712641,4329491
174,5/28/2014,GRSP,WK-RS,711433,4328427
566,7/21/2014,GRSP,WK-RS,711118,4330593
3975,7/25/2018,GRSP,WK-SD,712213,4329527
3976,7/25/2018,GRSP,WK-SD,712200,4329539
3268,7/29/2017,GRSP,WK-SD,713409,4334311
169,5/27/2014,GRSP,WK-SG,711082,4328300
198,5/29/2014,GRSP,WK-SG,711087,4328300
856,6/3/2015,GRSP,WK-SG,711056,4328454
1295,7/14/2015,GRSP,WK-SG,711051,4328463
779,5/25/2015,GRSP,WK-SG,711118,4328466
1002,6/20/2015,GRSP,WK-SG,711118,4328466
5,4/28/2014,GRSP,WK-SG,711142,4328491
363,6/17/2014,GRSP,WK-SG,711186,4328513
462,7/2/2014,GRSP,WK-SG,711076,4328528
3343,5/14/2018,GRSP,WK-SG,708368,4329012
456,7/2/2014,GRSP,WK-SK,708594,4329441
319,6/11/2014,GRSP,WK-SK,708583,4329472
1063,6/26/2015,GRSP,WK-SK,708272,4329911
1492,7/25/2015,GRSP,WK-SP,712553,4329429
1520,7/25/2015,GRSP,WK-SP,712571,4329436
1499,7/25/2015,GRSP,WK-SP,712628,4329453
510,7/12/2014,GRSP,WK-SP,712646,4329459
929,6/12/2015,GRSP,WK-SP,712572,4329592
47,5/9/2014,GRSP,WK-SR,712486,4329356
73,5/9/2014,GRSP,WK-SR,712486,4329356
3193,7/14/2017,GRSP,WK-SR,712386,4330214
3187,7/14/2017,GRSP,WK-SR,712365,4330229
3192,7/14/2017,GRSP,WK-SR,712373,4330234
1007,6/22/2015,GRSP,WK-SW,711645,4329282
3300,5/8/2018,GRSP,WK-SY,712498,4330115
1915,6/2/2016,GRSP,WK-WS,712748,4330217
2023,6/6/2016,GRSP,WK-WS,712728,4330268
2015,6/6/2016,GRSP,WK-WS,712713,4330324
2016,6/6/2016,GRSP,WK-WS,712758,4330324
3439,5/25/2018,GRSP,WK-WS,711177,4331038
3366,5/16/2018,GRSP,WK-WS,713286,4334259
3361,5/16/2018,GRSP,WK-WS,713184,4334294
3363,5/16/2018,GRSP,WK-WS,713843,4335296
3368,5/16/2018,GRSP,WK-WS,713526,4335299
2447,7/18/2016,GRSP,WK-YS,713019,4334297
2173,6/20/2016,GRSP,WK-YS,712993,4334310
2172,6/20/2016,GRSP,WK-YS,713036,4334312
335,6/13/2014,GRSP,WK-YS,713024,4334315
2443,7/18/2016,GRSP,WK-YS,713025,4334317
1058,6/25/2015,GRSP,WK-YS,713036,4334323
2441,7/18/2016,GRSP,WK-YS,713036,4334330
2450,7/18/2016,GRSP,WK-YS,713014,4334335
3704,6/22/2018,GRSP,WK-YS,713021,4334349
2329,7/1/2016,GRSP,WK-YS,713081,4334356
2190,6/20/2016,GRSP,WK-YS,713018,4334359
1752,5/13/2016,GRSP,WK-YS,713048,4334361
2332,7/1/2016,GRSP,WK-YS,713092,4334361
2184,6/20/2016,GRSP,WK-YS,713073,4334363
3491,5/26/2018,GRSP,WK-YS,713015,4334363
3705,6/22/2018,GRSP,WK-YS,713006,4334363
1746,5/13/2016,GRSP,WK-YS,713010,4334364
2331,7/1/2016,GRSP,WK-YS,713071,4334366
1909,6/2/2016,GRSP,WK-YS,713082,4334368
3467,5/26/2018,GRSP,WK-YS,712991,4334368
1094,6/29/2015,GRSP,WK-YS,713082,4334371
1751,5/13/2016,GRSP,WK-YS,713033,4334374
1920,6/2/2016,GRSP,WK-YS,713071,4334376
2163,6/20/2016,GRSP,WK-YS,713010,4334376
3483,5/26/2018,GRSP,WK-YS,713012,4334376
4233,6/7/2019,GRSP,WK-YS,713163,4334377
3941,7/23/2018,GRSP,WK-YS,713096,4334378
3934,7/23/2018,GRSP,WK-YS,713105,4334379
3992,7/28/2018,GRSP,WK-YS,713077,4334379
1756,5/13/2016,GRSP,WK-YS,713065,4334381
3699,6/22/2018,GRSP,WK-YS,713017,4334382
4489,7/10/2019,GRSP,WK-YS,713044,4334383
4223,6/7/2019,GRSP,WK-YS,713154,4334385
1912,6/2/2016,GRSP,WK-YS,713087,4334391
1546,7/27/2015,GRSP,WK-YS,713010,4334392
1542,7/27/2015,GRSP,WK-YS,712965,4334405
1540,7/27/2015,GRSP,WK-YS,712996,4334406
521,7/14/2014,GRSP,WK-YS,713019,4334720
2220,6/22/2016,GRSP,WO-BS,711591,4330276
482,7/4/2014,GRSP,WO-BS,712089,4330448
2377,7/6/2016,GRSP,WO-BS,712206,4330534
4792,6/23/2020,GRSP,WO-KS,711791,4329858
3159,7/12/2017,GRSP,WO-OS,713502,4334530
964,6/15/2015,GRSP,WO-SG,710020,4330574
3883,7/16/2018,GRSP,WO-SW,713488,4335500
1486,7/24/2015,GRSP,WO-SY,712650,4330646
3892,7/17/2018,GRSP,WO-WS,711478,4328426
3988,7/27/2018,GRSP,WO-WS,711285,4329230
1080,6/27/2015,GRSP,WO-YS,711629,4329695
797,5/27/2015,GRSP,WO-YS,711703,4329703
1120,6/30/2015,GRSP,WO-YS,711613,4329728
1534,7/26/2015,GRSP,WO-YS,711610,4329732
1126,6/30/2015,GRSP,WO-YS,711611,4329740
1127,6/30/2015,GRSP,WO-YS,711620,4329747
3304,5/10/2018,GRSP,WP-BS,708508,4328936
814,5/31/2015,GRSP,WP-OS,711604,4330071
2824,6/5/2017,GRSP,WP-PS,710146,4328963
2831,6/5/2017,GRSP,WP-PS,710100,4328968
2822,6/5/2017,GRSP,WP-PS,710100,4328969
2825,6/5/2017,GRSP,WP-PS,710115,4328981
2823,6/5/2017,GRSP,WP-PS,710135,4328989
1284,7/13/2015,GRSP,WP-PS,710006,4329026
1462,7/22/2015,GRSP,WP-PS,709994,4329037
1595,7/31/2015,GRSP,WP-PS,709983,4329043
864,6/3/2015,GRSP,WP-PS,710044,4329055
969,6/16/2015,GRSP,WP-PS,710024,4329067
1663,8/13/2015,GRSP,WP-PS,709803,4329140
724,5/18/2015,GRSP,WP-SO,710812,4330969
398,6/24/2014,GRSP,WP-SY,711930,4329870
4973,7/29/2020,GRSP,WR-KS,711724,4329714
4885,7/8/2020,GRSP,WR-KS,711755,4329776
33,5/9/2014,GRSP,WR-RS,712657,4329139
161,5/26/2014,GRSP,WR-RS,712657,4329139
956,6/15/2015,GRSP,WR-SD,710372,4330949
3583,6/6/2018,GRSP,WR-SG,714053,4335596
3639,6/12/2018,GRSP,WR-SG,714073,4335603
399,6/24/2014,GRSP,WR-SK,713122,4334385
895,6/8/2015,GRSP,WR-SK,713037,4334386
1103,6/29/2015,GRSP,WR-SK,713291,4334392
522,7/14/2014,GRSP,WR-SK,713205,4334393
525,7/15/2014,GRSP,WR-SK,713205,4334393
1658,8/10/2015,GRSP,WR-SK,713171,4334396
1011,6/23/2015,GRSP,WR-SK,713253,4334415
1061,6/25/2015,GRSP,WR-SK,713233,4334434
3061,7/1/2017,GRSP,WR-SR,706675,4329682
3091,7/8/2017,GRSP,WR-SR,706858,4329684
3114,7/8/2017,GRSP,WR-SR,706810,4329703
3095,7/8/2017,GRSP,WR-SR,706799,4329745
3097,7/8/2017,GRSP,WR-SR,706854,4329755
3204,7/17/2017,GRSP,WR-SR,707139,4330377
601,7/29/2014,GRSP,WR-SY,710968,4328557
520,7/14/2014,GRSP,WS-AA,711537,4328194
483,7/5/2014,GRSP,WS-AA,711410,4328228
511,7/12/2014,GRSP,WS-AA,711382,4328228
532,7/15/2014,GRSP,WS-AA,711437,4328238
552,7/18/2014,GRSP,WS-AA,711373,4328246
218,5/31/2014,GRSP,WS-AA,711393,4328256
407,6/26/2014,GRSP,WS-AA,711435,4328262
408,6/26/2014,GRSP,WS-AA,711435,4328262
414,6/28/2014,GRSP,WS-AA,711435,4328262
417,6/28/2014,GRSP,WS-AA,711435,4328262
430,6/30/2014,GRSP,WS-AA,711435,4328262
4176,5/29/2019,GRSP,WS-AG,708235,4330032
2894,6/10/2017,GRSP,WS-DA,713646,4335239
1895,5/30/2016,GRSP,WS-DG,712635,4332419
1901,5/30/2016,GRSP,WS-DG,712587,4332426
1896,5/30/2016,GRSP,WS-DG,712598,4332440
1996,6/6/2016,GRSP,WS-DG,712679,4332441
2017,6/6/2016,GRSP,WS-DG,712608,4332444
1681,5/2/2016,GRSP,WS-DG,712631,4332446
2006,6/6/2016,GRSP,WS-DG,712642,4332460
3844,7/9/2018,GRSP,WS-DO,711651,4329354
3959,7/25/2018,GRSP,WS-DO,711644,4329460
3966,7/25/2018,GRSP,WS-DO,711644,4329460
3995,7/28/2018,GRSP,WS-DO,711627,4329619
3403,5/22/2018,GRSP,WS-DO,711738,4329655
3839,7/9/2018,GRSP,WS-DO,711636,4329656
3858,7/9/2018,GRSP,WS-DO,711657,4329700
3758,6/28/2018,GRSP,WS-DO,711623,4329707
3772,6/28/2018,GRSP,WS-DO,711622,4329707
293,6/8/2014,GRSP,WS-DP,708380,4329039
283,6/8/2014,GRSP,WS-DP,708359,4329052
551,7/18/2014,GRSP,WS-DY,712618,4329444
563,7/19/2014,GRSP,WS-DY,712618,4329444
2910,6/14/2017,GRSP,WS-GA,713259,4334476
940,6/12/2015,GRSP,WS-GG,711976,4329387
762,5/22/2015,GRSP,WS-GG,711991,4329394
1137,7/2/2015,GRSP,WS-GK,711638,4329771
1155,7/2/2015,GRSP,WS-GK,711638,4329771
735,5/19/2015,GRSP,WS-GK,711620,4329781
1065,6/26/2015,GRSP,WS-GK,711600,4329836
826,5/31/2015,GRSP,WS-GO,712769,4329440
790,5/26/2015,GRSP,WS-GP,710690,4328088
1603,8/3/2015,GRSP,WS-GR,711956,4329343
1604,8/4/2015,GRSP,WS-GR,711956,4329343
3265,7/25/2017,GRSP,WS-GR,711867,4329390
763,5/22/2015,GRSP,WS-GR,711649,4329602
860,6/3/2015,GRSP,WS-GW,712075,4330180
747,5/21/2015,GRSP,WS-GW,712129,4330192
908,6/9/2015,GRSP,WS-GW,712088,4330211
1012,6/23/2015,GRSP,WS-GY,710987,4328642
2898,6/10/2017,GRSP,WS-KA,713651,4335008
3305,5/10/2018,GRSP,WS-KG,708189,4328648
296,6/8/2014,GRSP,WS-KK,711118,4330660
356,6/16/2014,GRSP,WS-KK,711086,4330716
2647,5/7/2017,GRSP,WS-KR,711164,4330633
2653,5/7/2017,GRSP,WS-KR,711164,4330633
2645,5/7/2017,GRSP,WS-KR,711154,4330645
2650,5/7/2017,GRSP,WS-KR,711154,4330645
2632,5/7/2017,GRSP,WS-KR,711176,4330650
2633,5/7/2017,GRSP,WS-KR,711176,4330650
4421,6/28/2019,GRSP,WS-KW,712417,4329538
4416,6/28/2019,GRSP,WS-KW,712443,4329551
4415,6/28/2019,GRSP,WS-KW,712419,4329572
4168,5/29/2019,GRSP,WS-KW,708037,4330223
4256,6/8/2019,GRSP,WS-KY,712674,4332344
4327,6/17/2019,GRSP,WS-KY,712651,4332367
4328,6/17/2019,GRSP,WS-KY,712663,4332379
4330,6/17/2019,GRSP,WS-KY,712640,4332390
3378,5/17/2018,GRSP,WS-KY,713729,4335412
4048,5/14/2019,GRSP,WS-Kyx,712641,4332373
787,5/26/2015,GRSP,WS-OD,710815,4328260
2826,6/5/2017,GRSP,WS-OR,707891,4329276
2685,5/15/2017,GRSP,WS-OR,707880,4329429
4308,6/15/2019,GRSP,WS-PB,709885,4327892
1769,5/19/2016,GRSP,WS-PD,712709,4329168
34,5/9/2014,GRSP,WS-PG,712311,4329126
39,5/9/2014,GRSP,WS-PG,712311,4329126
4403,6/26/2019,GRSP,WS-PW,709918,4327893
4400,6/26/2019,GRSP,WS-PW,709867,4327895
4402,6/26/2019,GRSP,WS-PW,709892,4327907
637,5/8/2015,GRSP,WS-PW,712453,4330213
648,5/9/2015,GRSP,WS-PW,712453,4330213
