,date,species,bands,sx,sy
815,5/31/2015,GRSP,WS-RK,712808,4329482
22,5/9/2014,GRSP,WS-RY,712481,4329219
62,5/9/2014,GRSP,WS-RY,712481,4329219
809,5/30/2015,GRSP,WS-RY,713510,4335567
13,5/3/2014,GRSP,WS-WK,712456,4332417
2968,6/17/2017,GRSP,WS-WP,712564,4330025
3079,7/5/2017,GRSP,WS-WW,707129,4330398
829,6/1/2015,GRSP,WS-YG,712546,4329453
943,6/12/2015,GRSP,WS-YG,712546,4329457
786,5/26/2015,GRSP,WS-YK,710706,4328316
885,6/8/2015,GRSP,WS-YK,713256,4334415
973,6/17/2015,GRSP,WS-YK,713310,4334449
936,6/12/2015,GRSP,WS-YO,712815,4330037
780,5/25/2015,GRSP,WS-YO,712830,4330083
974,6/17/2015,GRSP,WS-YP,712204,4327911
1271,7/11/2015,GRSP,WS-YW,712131,4329347
1527,7/26/2015,GRSP,WS-YW,711633,4329386
939,6/12/2015,GRSP,WS-YW,712368,4329674
1813,5/25/2016,GRSP,WS-YW,712284,4329706
1827,5/25/2016,GRSP,WS-YW,712282,4329707
1795,5/25/2016,GRSP,WS-YW,712272,4329723
1839,5/25/2016,GRSP,WS-YW,712238,4329738
1809,5/25/2016,GRSP,WS-YW,712274,4329743
1845,5/25/2016,GRSP,WS-YW,712251,4329751
930,6/12/2015,GRSP,WS-YW,712261,4329760
3004,6/26/2017,GRSP,WS-YW,712357,4329790
2675,5/13/2017,GRSP,WS-YW,712184,4329824
2680,5/13/2017,GRSP,WS-YW,712214,4329834
2787,6/2/2017,GRSP,WS-YW,711450,4329835
4569,7/23/2019,GRSP,WS-YW,712315,4329837
2783,6/2/2017,GRSP,WS-YW,712285,4329840
2788,6/2/2017,GRSP,WS-YW,712285,4329840
2674,5/13/2017,GRSP,WS-YW,712237,4329842
2673,5/13/2017,GRSP,WS-YW,712202,4329855
2672,5/13/2017,GRSP,WS-YW,712258,4329860
2782,6/2/2017,GRSP,WS-YW,712203,4329860
2676,5/13/2017,GRSP,WS-YW,712210,4329865
2785,6/2/2017,GRSP,WS-YW,712233,4329871
2803,6/2/2017,GRSP,WS-YW,712233,4329871
2780,6/2/2017,GRSP,WS-YW,712237,4329872
2802,6/2/2017,GRSP,WS-YW,712237,4329872
2671,5/13/2017,GRSP,WS-YW,712248,4329873
4826,6/26/2020,GRSP,WS-YW,712265,4329875
2679,5/13/2017,GRSP,WS-YW,712243,4329877
4890,7/8/2020,GRSP,WS-YW,712229,4329879
4827,6/26/2020,GRSP,WS-YW,712260,4329881
3197,7/14/2017,GRSP,WS-YW,712305,4329907
3179,7/14/2017,GRSP,WS-YW,712297,4329913
3190,7/14/2017,GRSP,WS-YW,712284,4329914
4588,4/25/2020,GRSP,WS-YW,712261,4329947
4597,4/28/2020,GRSP,WS-YW,712245,4329954
4591,4/25/2020,GRSP,WS-YW,712248,4329965
4165,5/29/2019,GRSP,WS-YW,708050,4329979
4170,5/29/2019,GRSP,WS-YW,708369,4329980
4434,6/29/2019,GRSP,WS-YW,712141,4330029
4428,6/29/2019,GRSP,WS-YW,712154,4330033
4429,6/29/2019,GRSP,WS-YW,712124,4330037
3790,7/2/2018,GRSP,WS-YW,712172,4330075
3846,7/9/2018,GRSP,WS-YW,712167,4330077
3974,7/25/2018,GRSP,WS-YW,712194,4330084
3410,5/23/2018,GRSP,WS-YW,712316,4330093
3424,5/23/2018,GRSP,WS-YW,712324,4330100
4356,6/21/2019,GRSP,WS-YW,712266,4330101
4360,6/21/2019,GRSP,WS-YW,712204,4330101
3787,7/2/2018,GRSP,WS-YW,712200,4330103
3791,7/2/2018,GRSP,WS-YW,712219,4330106
3420,5/23/2018,GRSP,WS-YW,712274,4330108
4548,7/16/2019,GRSP,WS-YW,712155,4330116
4362,6/21/2019,GRSP,WS-YW,712242,4330117
4543,7/16/2019,GRSP,WS-YW,712168,4330124
4544,7/16/2019,GRSP,WS-YW,712161,4330137
4169,5/29/2019,GRSP,WS-YW,710064,4330361
4730,6/12/2020,GRSP,WS-YY,713684,4335522
4731,6/12/2020,GRSP,WS-YY,713656,4335522
4729,6/12/2020,GRSP,WS-YY,713675,4335534
291,6/8/2014,GRSP,WW-BS,712650,4329110
87,5/10/2014,GRSP,WW-BS,712518,4330186
4772,6/18/2020,GRSP,WW-DS,712004,4330505
799,5/27/2015,GRSP,WW-GS,712158,4329411
4642,5/21/2020,GRSP,WW-KS,712225,4329230
4645,5/21/2020,GRSP,WW-KS,712281,4329245
4646,5/21/2020,GRSP,WW-KS,712254,4329256
4647,5/21/2020,GRSP,WW-KS,712234,4329257
4750,6/15/2020,GRSP,WW-KS,712234,4329273
4744,6/15/2020,GRSP,WW-KS,712255,4329292
4753,6/15/2020,GRSP,WW-KS,712256,4329305
4560,7/22/2019,GRSP,WW-KS,712200,4329377
4018,5/4/2019,GRSP,WW-PS,712498,4330050
2311,6/30/2016,GRSP,WW-PS,713744,4335305
3049,6/27/2017,GRSP,WW-SB,707210,4329851
4983,7/30/2020,GRSP,WW-SD,711986,4330449
4980,7/30/2020,GRSP,WW-SD,711992,4330458
4985,7/30/2020,GRSP,WW-SD,711989,4330471
2966,6/17/2017,GRSP,WW-SG,712619,4329917
868,6/4/2015,GRSP,WW-SK,709852,4329263
3663,6/19/2018,GRSP,WW-SR,712173,4331279
591,7/25/2014,GRSP,WW-SY,711091,4328483
332,6/12/2014,GRSP,WW-SY,711137,4328491
657,5/9/2015,GRSP,WW-WS,712724,4330420
660,5/9/2015,GRSP,WW-WS,712724,4330420
4034,5/10/2019,GRSP,WY-DS,707621,4327095
4033,5/10/2019,GRSP,WY-DS,707430,4327359
4032,5/10/2019,GRSP,WY-DS,707179,4327360
2678,5/13/2017,GRSP,WY-DS,711042,4330706
4154,5/25/2019,GRSP,WY-DS,713435,4334213
4149,5/25/2019,GRSP,WY-DS,713299,4334215
4148,5/25/2019,GRSP,WY-DS,713286,4334259
3427,5/25/2018,GRSP,WY-KS,711130,4330597
3463,5/25/2018,GRSP,WY-KS,711115,4330624
272,6/6/2014,GRSP,WY-OS,708261,4328817
1186,7/6/2015,GRSP,WY-OS,711913,4329385
1201,7/6/2015,GRSP,WY-OS,711920,4329388
1211,7/6/2015,GRSP,WY-OS,711896,4329393
2979,6/21/2017,GRSP,WY-PS,713672,4335375
2988,6/21/2017,GRSP,WY-PS,713672,4335375
3022,6/27/2017,GRSP,WY-PS,713674,4335382
3041,6/27/2017,GRSP,WY-PS,713667,4335391
3042,6/27/2017,GRSP,WY-PS,713693,4335405
538,7/16/2014,GRSP,WY-SO,713514,4335404
259,6/4/2014,GRSP,WY-SO,713562,4335420
391,6/23/2014,GRSP,WY-SO,713522,4335430
251,6/4/2014,GRSP,WY-SO,713639,4335463
3859,7/10/2018,GRSP,WY-SR,711084,4329101
3884,7/16/2018,GRSP,WY-SR,711298,4329178
3889,7/16/2018,GRSP,WY-SR,711298,4329178
3792,7/3/2018,GRSP,WY-SR,709541,4331554
603,7/29/2014,GRSP,WY-SY,710968,4328557
4663,5/27/2020,GRSP,WY-SY,712564,4332240
701,5/13/2015,GRSP,WY-WS,713692,4335259
710,5/13/2015,GRSP,WY-WS,713692,4335259
706,5/13/2015,GRSP,WY-WS,713588,4335383
881,6/6/2015,GRSP,WY-YS,709583,4328452
2830,6/5/2017,GRSP,WY-YS,709558,4328479
2829,6/5/2017,GRSP,WY-YS,709610,4328480
2689,5/16/2017,GRSP,WY-YS,709565,4328491
2688,5/16/2017,GRSP,WY-YS,709550,4328496
2904,6/13/2017,GRSP,WY-YS,709557,4328498
2687,5/16/2017,GRSP,WY-YS,709580,4328499
2905,6/13/2017,GRSP,WY-YS,709567,4328505
2828,6/5/2017,GRSP,WY-YS,709615,4328512
1593,7/31/2015,GRSP,WY-YS,709613,4328513
2903,6/13/2017,GRSP,WY-YS,709582,4328524
3067,7/4/2017,GRSP,WY-YS,709588,4328560
968,6/16/2015,GRSP,WY-YS,709539,4328561
3124,7/10/2017,GRSP,WY-YS,709598,4328574
3074,7/4/2017,GRSP,WY-YS,709610,4328581
3152,7/10/2017,GRSP,WY-YS,709612,4328585
3066,7/4/2017,GRSP,WY-YS,709627,4328588
4011,5/2/2019,GRSP,xO-OS,711728,4329634
1716,5/10/2016,GRSP,xW-SO,710988,4330710
1856,5/26/2016,GRSP,XW-SO,710894,4330760
2205,6/22/2016,GRSP,XX-DS,711558,4330258
3058,7/1/2017,GRSP,XX-KG,711072,4330673
3947,7/24/2018,GRSP,XX-KX,712133,4328621
4509,7/11/2019,GRSP,XY-PS,711656,4329284
953,6/13/2015,GRSP,YA-SA,711680,4329730
438,7/1/2014,GRSP,YA-SY,712416,4332349
4436,6/29/2019,GRSP,YB-BS,710709,4328399
4529,7/13/2019,GRSP,YB-BS,710652,4328615
1292,7/14/2015,GRSP,YB-SA,708308,4328770
1459,7/22/2015,GRSP,YB-SA,708294,4328771
1460,7/22/2015,GRSP,YB-SA,708328,4328790
1466,7/22/2015,GRSP,YB-SA,708286,4328800
4023,5/4/2019,GRSP,YB-SD,712333,4330163
627,5/2/2015,GRSP,YB-SW,712448,4330056
646,5/9/2015,GRSP,YB-SW,712448,4330056
334,6/13/2014,GRSP,YD-AS,712455,4329126
25,5/9/2014,GRSP,YD-AS,712462,4329139
27,5/9/2014,GRSP,YD-AS,712462,4329139
2516,7/26/2016,GRSP,YD-AS,712367,4329393
4496,7/11/2019,GRSP,YD-BS,711765,4329422
4131,5/22/2019,GRSP,YD-DS,711172,4331140
2519,7/26/2016,GRSP,YD-GS,713537,4335496
2582,7/30/2016,GRSP,YD-GS,713517,4335529
2587,4/17/2017,GRSP,YD-GS,713658,4335742
2588,4/17/2017,GRSP,YD-GS,713658,4335742
2589,4/17/2017,GRSP,YD-GS,713658,4335742
2590,4/17/2017,GRSP,YD-GS,713658,4335742
2591,4/17/2017,GRSP,YD-GS,713658,4335742
2328,7/1/2016,GRSP,YD-KS,712048,4328591
944,6/12/2015,GRSP,YD-OS,712115,4329746
934,6/12/2015,GRSP,YD-OS,712184,4329813
233,6/2/2014,GRSP,YD-SG,712401,4329607
431,6/30/2014,GRSP,YD-SG,712398,4329665
2347,7/5/2016,GRSP,YD-SK,712048,4328591
938,6/12/2015,GRSP,YD-SK,711764,4329721
955,6/13/2015,GRSP,YD-SK,711680,4329730
1194,7/6/2015,GRSP,YD-SK,711699,4329738
738,5/19/2015,GRSP,YD-SK,711733,4329778
410,6/27/2014,GRSP,YD-SY,712513,4331803
397,6/24/2014,GRSP,YD-SY,712207,4332195
331,6/12/2014,GRSP,YD-SY,712178,4332221
4484,7/9/2019,GRSP,YD-YS,713883,4335392
4393,6/25/2019,GRSP,YG-BS,712770,4331351
112,5/17/2014,GRSP,YG-KS,711364,4330694
1483,7/24/2015,GRSP,YG-OS,712684,4330563
4912,7/14/2020,GRSP,YG-SD,712143,4330059
200,5/29/2014,GRSP,YG-SG,711073,4328254
168,5/27/2014,GRSP,YG-SG,711098,4328350
592,7/25/2014,GRSP,YG-SG,711137,4328491
804,5/28/2015,GRSP,YG-SK,711066,4328583
741,5/19/2015,GRSP,YG-SW,711167,4330923
2279,6/27/2016,GRSP,YG-SY,711557,4329113
2289,6/27/2016,GRSP,YG-SY,711582,4329113
2294,6/27/2016,GRSP,YG-SY,711560,4329125
2261,6/25/2016,GRSP,YG-SY,711567,4329143
2533,7/26/2016,GRSP,YG-SY,711559,4329194
3890,7/17/2018,GRSP,YG-WS,711639,4328977
3472,5/26/2018,GRSP,YG-YS,713211,4334466
3935,7/23/2018,GRSP,YG-YS,713240,4334467
3940,7/23/2018,GRSP,YG-YS,713240,4334467
3720,6/22/2018,GRSP,YG-YS,713202,4334470
3815,7/6/2018,GRSP,YG-YS,713199,4334474
3700,6/22/2018,GRSP,YG-YS,713165,4334480
3817,7/6/2018,GRSP,YG-YS,713207,4334485
3384,5/18/2018,GRSP,YG-YS,713208,4334490
3711,6/22/2018,GRSP,YG-YS,713189,4334509
3474,5/26/2018,GRSP,YG-YS,713192,4334512
3249,7/21/2017,GRSP,YG-YS,713176,4334529
3477,5/26/2018,GRSP,YG-YS,713205,4334559
1573,7/30/2015,GRSP,YK-DS,712529,4328897
1577,7/30/2015,GRSP,YK-DS,712529,4328897
1580,7/30/2015,GRSP,YK-DS,712529,4328897
993,6/19/2015,GRSP,YK-DS,708104,4331643
1068,6/26/2015,GRSP,YK-OS,708104,4331643
1089,6/28/2015,GRSP,YK-OS,708104,4331643
1394,7/18/2015,GRSP,YK-SA,707231,4327683
1250,7/9/2015,GRSP,YK-SA,707204,4327692
3167,7/13/2017,GRSP,YK-SG,712192,4332270
3224,7/19/2017,GRSP,YK-SK,713860,4335427
3234,7/19/2017,GRSP,YK-SK,713845,4335435
3236,7/19/2017,GRSP,YK-SK,713861,4335438
2981,6/21/2017,GRSP,YK-SK,713873,4335443
2986,6/21/2017,GRSP,YK-SK,713873,4335443
3120,7/8/2017,GRSP,YK-SK,713871,4335451
3119,7/8/2017,GRSP,YK-SK,713847,4335452
3109,7/8/2017,GRSP,YK-SK,713860,4335490
3048,6/27/2017,GRSP,YK-SK,713823,4335575
3019,6/27/2017,GRSP,YK-SK,713846,4335582
3011,6/27/2017,GRSP,YK-SK,713835,4335616
1730,5/12/2016,GRSP,YK-SO,708229,4328849
1731,5/12/2016,GRSP,YK-SO,708229,4328849
1740,5/12/2016,GRSP,YK-SO,708268,4328856
1732,5/12/2016,GRSP,YK-SO,708222,4328865
4940,7/23/2020,GRSP,YK-SP,709580,4328153
3946,7/24/2018,GRSP,YK-SW,711476,4328699
3953,7/24/2018,GRSP,YK-SW,711477,4328699
3954,7/24/2018,GRSP,YK-SW,711477,4328699
3958,7/24/2018,GRSP,YK-SW,711476,4328699
3828,7/7/2018,GRSP,YK-SW,711470,4328702
3829,7/7/2018,GRSP,YK-SW,711487,4328703
3833,7/7/2018,GRSP,YK-SW,711513,4328748
3757,6/28/2018,GRSP,YK-SW,711431,4328811
3763,6/28/2018,GRSP,YK-SW,711456,4328825
3770,6/28/2018,GRSP,YK-SW,711477,4328838
4526,7/13/2019,GRSP,YK-SW,711418,4328894
3592,6/8/2018,GRSP,YK-SW,711639,4329765
3593,6/8/2018,GRSP,YK-SW,711636,4329787
3589,6/8/2018,GRSP,YK-SW,711638,4329805
3315,5/11/2018,GRSP,YK-SW,711659,4329836
1479,7/24/2015,GRSP,YK-SY,712534,4330575
2040,6/7/2016,GRSP,YK-WS,711800,4329830
3842,7/9/2018,GRSP,YK-YS,711610,4329740
3823,7/7/2018,GRSP,YK-YS,711575,4329787
3830,7/7/2018,GRSP,YK-YS,711573,4329814
3824,7/7/2018,GRSP,YK-YS,711560,4329827
2861,6/8/2017,GRSP,YK-YS,711785,4329836
3194,7/14/2017,GRSP,YK-YS,711726,4329865
3195,7/14/2017,GRSP,YK-YS,711697,4329869
3182,7/14/2017,GRSP,YK-YS,711681,4329887
2994,6/26/2017,GRSP,YK-YS,708222,4331752
1977,6/4/2016,GRSP,YK-YS,713719,4335304
1968,6/4/2016,GRSP,YK-YS,713750,4335315
1967,6/4/2016,GRSP,YK-YS,713727,4335318
4437,6/29/2019,GRSP,YO-BS,710664,4328639
4702,6/4/2020,GRSP,YO-BS,710769,4328698
4533,7/13/2019,GRSP,YO-BS,710742,4328716
1134,7/1/2015,GRSP,YO-GS,710263,4330769
2272,6/27/2016,GRSP,YO-OS,712459,4329156
2244,6/23/2016,GRSP,YO-OS,712532,4329167
2515,7/26/2016,GRSP,YO-OS,712459,4329167
2507,7/26/2016,GRSP,YO-OS,712453,4329171
2506,7/26/2016,GRSP,YO-OS,712438,4329178
2429,7/12/2016,GRSP,YO-OS,712455,4329190
2436,7/18/2016,GRSP,YO-OS,712455,4329190
3213,7/17/2017,GRSP,YO-RS,707222,4329828
2411,7/11/2016,GRSP,YO-RS,711477,4330498
2413,7/11/2016,GRSP,YO-RS,711458,4330507
2410,7/11/2016,GRSP,YO-RS,711467,4330513
2128,6/18/2016,GRSP,YO-RS,711414,4330523
3248,7/21/2017,GRSP,YO-RS,711375,4330523
751,5/21/2015,GRSP,YO-RS,711373,4330526
1443,7/21/2015,GRSP,YO-RS,711417,4330528
3253,7/21/2017,GRSP,YO-RS,711381,4330530
2474,7/19/2016,GRSP,YO-RS,711402,4330533
2252,6/24/2016,GRSP,YO-RS,711422,4330536
2064,6/10/2016,GRSP,YO-RS,711307,4330537
767,5/22/2015,GRSP,YO-RS,711377,4330540
2127,6/18/2016,GRSP,YO-RS,711428,4330540
755,5/21/2015,GRSP,YO-RS,711404,4330541
1451,7/21/2015,GRSP,YO-RS,711411,4330543
2479,7/19/2016,GRSP,YO-RS,711401,4330544
2929,6/15/2017,GRSP,YO-RS,711411,4330547
3618,6/11/2018,GRSP,YO-RS,711378,4330548
2232,6/22/2016,GRSP,YO-RS,711408,4330550
2062,6/10/2016,GRSP,YO-RS,711333,4330551
2495,7/19/2016,GRSP,YO-RS,711411,4330552
3457,5/25/2018,GRSP,YO-RS,711354,4330556
2067,6/10/2016,GRSP,YO-RS,711303,4330563
2129,6/18/2016,GRSP,YO-RS,711426,4330564
3127,7/10/2017,GRSP,YO-RS,711427,4330564
1585,7/30/2015,GRSP,YO-RS,711419,4330566
2113,6/16/2016,GRSP,YO-RS,711417,4330568
3611,6/11/2018,GRSP,YO-RS,711361,4330570
2880,6/9/2017,GRSP,YO-RS,711433,4330571
2936,6/15/2017,GRSP,YO-RS,711429,4330571
2061,6/10/2016,GRSP,YO-RS,711368,4330574
3129,7/10/2017,GRSP,YO-RS,711405,4330575
2879,6/9/2017,GRSP,YO-RS,711432,4330577
2366,7/6/2016,GRSP,YO-RS,711416,4330579
1427,7/21/2015,GRSP,YO-RS,711433,4330580
2214,6/22/2016,GRSP,YO-RS,711436,4330581
1582,7/30/2015,GRSP,YO-RS,711397,4330583
3435,5/25/2018,GRSP,YO-RS,711360,4330584
3619,6/11/2018,GRSP,YO-RS,711421,4330584
2866,6/9/2017,GRSP,YO-RS,711448,4330585
3443,5/25/2018,GRSP,YO-RS,711393,4330585
2931,6/15/2017,GRSP,YO-RS,711409,4330589
2875,6/9/2017,GRSP,YO-RS,711437,4330590
2224,6/22/2016,GRSP,YO-RS,711426,4330592
124,5/20/2014,GRSP,YO-RS,711469,4330595
2926,6/15/2017,GRSP,YO-RS,711428,4330596
1176,7/3/2015,GRSP,YO-RS,711416,4330603
2115,6/16/2016,GRSP,YO-RS,711429,4330606
2101,6/16/2016,GRSP,YO-RS,711422,4330608
1273,7/11/2015,GRSP,YO-RS,711414,4330634
1544,7/27/2015,GRSP,YO-SA,711574,4330523
3047,6/27/2017,GRSP,YO-SD,711783,4329756
3039,6/27/2017,GRSP,YO-SD,707222,4329827
3036,6/27/2017,GRSP,YO-SD,707255,4329855
3013,6/27/2017,GRSP,YO-SG,713209,4334440
846,6/2/2015,GRSP,YO-SO,710241,4328922
185,5/28/2014,GRSP,YO-SR,712521,4330064
171,5/28/2014,GRSP,YO-SR,712592,4330083
395,6/24/2014,GRSP,YO-WS,711930,4329870
3076,7/5/2017,GRSP,YO-YS,706504,4329626
571,7/21/2014,GRSP,YP-DS,708786,4328769
524,7/15/2014,GRSP,YP-DS,708759,4328817
2,4/25/2014,GRSP,YP-KS,711442,4328596
1019,6/23/2015,GRSP,YP-OS,710757,4330261
1003,6/20/2015,GRSP,YP-OS,710758,4330279
1022,6/23/2015,GRSP,YP-OS,710775,4330287
617,8/12/2014,GRSP,YP-PS,713664,4335135
89,5/13/2014,GRSP,YP-SK,711867,4329868
2621,5/6/2017,GRSP,YP-SV,713470,4335491
2626,5/6/2017,GRSP,YP-SV,713470,4335491
2727,5/24/2017,GRSP,YP-SW,713680,4335095
1974,6/4/2016,GRSP,YP-SY,711566,4330096
959,6/15/2015,GRSP,YP-SY,711435,4330697
1424,7/21/2015,GRSP,YP-SY,711503,4330815
778,5/25/2015,GRSP,YP-SY,711519,4330818
634,5/4/2015,GRSP,YP-SY,711504,4330823
874,6/4/2015,GRSP,YP-SY,711515,4330835
142,5/21/2014,GRSP,YP-SY,711482,4330840
144,5/21/2014,GRSP,YP-SY,711482,4330840
1171,7/3/2015,GRSP,YP-SY,711515,4330846
2215,6/22/2016,GRSP,YP-SY,711505,4330855
1399,7/21/2015,GRSP,YP-SY,711506,4330861
1429,7/21/2015,GRSP,YP-SY,711535,4330867
419,6/29/2014,GRSP,YP-SY,711541,4330876
2226,6/22/2016,GRSP,YP-SY,711539,4330876
2240,6/22/2016,GRSP,YP-SY,711565,4330887
2231,6/22/2016,GRSP,YP-SY,711597,4330901
2225,6/22/2016,GRSP,YP-SY,711526,4330903
2145,6/18/2016,GRSP,YP-SY,711590,4330921
2211,6/22/2016,GRSP,YP-SY,711558,4330925
2149,6/18/2016,GRSP,YP-SY,711544,4330933
2878,6/9/2017,GRSP,YP-SY,711606,4330947
2146,6/18/2016,GRSP,YP-SY,711580,4330949
1962,6/4/2016,GRSP,YP-SY,711597,4330951
1982,6/4/2016,GRSP,YP-SY,711607,4330953
2209,6/22/2016,GRSP,YP-SY,711592,4330988
2886,6/9/2017,GRSP,YP-SY,711606,4331009
2057,6/9/2016,GRSP,YP-WS,713636,4334953
2059,6/9/2016,GRSP,YP-WS,713651,4334973
2393,7/8/2016,GRSP,YP-WS,713739,4335110
2388,7/8/2016,GRSP,YP-WS,713717,4335127
2383,7/8/2016,GRSP,YP-WS,713755,4335129
2444,7/18/2016,GRSP,YP-WS,713730,4335131
2456,7/18/2016,GRSP,YP-WS,713707,4335153
1487,7/25/2015,GRSP,YP-WS,713791,4335165
1489,7/25/2015,GRSP,YP-WS,713794,4335192
1519,7/25/2015,GRSP,YP-WS,713747,4335203
1331,7/16/2015,GRSP,YP-WS,713805,4335204
1983,6/4/2016,GRSP,YP-WS,713807,4335215
1978,6/4/2016,GRSP,YP-WS,713799,4335238
1347,7/16/2015,GRSP,YP-WS,713762,4335241
1964,6/4/2016,GRSP,YP-WS,713828,4335243
1174,7/3/2015,GRSP,YP-WS,713792,4335259
1335,7/16/2015,GRSP,YP-WS,713811,4335263
2439,7/18/2016,GRSP,YP-WS,713847,4335267
2583,7/30/2016,GRSP,YP-WS,713784,4335278
1872,5/27/2016,GRSP,YP-WS,713635,4335310
1884,5/27/2016,GRSP,YP-WS,713732,4335346
1882,5/27/2016,GRSP,YP-WS,713770,4335349
656,5/9/2015,GRSP,YP-YS,712642,4329905
805,5/28/2015,GRSP,YP-YS,712634,4329913
4838,7/2/2020,GRSP,YR-BS,710665,4328671
4491,7/10/2019,GRSP,YR-BS,710672,4328676
1154,7/2/2015,GRSP,YR-BS,711798,4330011
1125,6/30/2015,GRSP,YR-BS,711847,4330012
581,7/24/2014,GRSP,YR-BS,711810,4330049
1382,7/17/2015,GRSP,YR-OS,711181,4331029
352,6/16/2014,GRSP,YR-RS,713363,4334246
310,6/10/2014,GRSP,YR-RS,713374,4334346
99,5/16/2014,GRSP,YR-RS,713367,4334349
1357,7/17/2015,GRSP,YR-RS,713389,4334358
2759,5/29/2017,GRSP,YR-SA,712320,4331798
2758,5/29/2017,GRSP,YR-SA,712289,4331825
2755,5/29/2017,GRSP,YR-SA,712265,4331833
2088,6/15/2016,GRSP,YR-SA,712340,4331834
3164,7/13/2017,GRSP,YR-SA,712373,4331837
2766,5/29/2017,GRSP,YR-SA,712257,4331844
2771,5/29/2017,GRSP,YR-SA,712280,4331855
4173,5/29/2019,GRSP,YR-SG,709985,4328976
4167,5/29/2019,GRSP,YR-SG,708366,4329663
4175,5/29/2019,GRSP,YR-SG,708051,4329665
3536,6/1/2018,GRSP,YR-SG,712429,4329865
3471,5/26/2018,GRSP,YR-SG,712323,4329866
3549,6/1/2018,GRSP,YR-SG,712388,4329876
3597,6/9/2018,GRSP,YR-SG,712370,4329878
3599,6/9/2018,GRSP,YR-SG,712377,4329878
3659,6/19/2018,GRSP,YR-SG,712139,4330027
3668,6/19/2018,GRSP,YR-SG,712152,4330035
3655,6/19/2018,GRSP,YR-SG,712143,4330038
3660,6/19/2018,GRSP,YR-SG,712153,4330045
3658,6/19/2018,GRSP,YR-SG,712132,4330073
3737,6/26/2018,GRSP,YR-SG,712149,4330153
3735,6/26/2018,GRSP,YR-SG,712124,4330155
3788,7/2/2018,GRSP,YR-SG,712095,4330193
3736,6/26/2018,GRSP,YR-SG,712116,4330198
4538,7/16/2019,GRSP,YR-SG,712119,4330202
4541,7/16/2019,GRSP,YR-SG,712119,4330202
4546,7/16/2019,GRSP,YR-SG,712119,4330202
4100,5/18/2019,GRSP,YR-SG,711248,4330808
4110,5/18/2019,GRSP,YR-SG,711567,4330809
4107,5/18/2019,GRSP,YR-SG,710812,4330969
4035,5/11/2019,GRSP,YR-SK,711779,4329290
4504,7/11/2019,GRSP,YR-SK,711802,4329313
4300,6/15/2019,GRSP,YR-SK,711783,4329350
4304,6/15/2019,GRSP,YR-SK,711784,4329350
4317,6/15/2019,GRSP,YR-SK,711783,4329350
3259,7/24/2017,GRSP,YR-SO,712377,4329391
3688,6/21/2018,GRSP,YR-SO,712513,4329393
3692,6/21/2018,GRSP,YR-SO,712507,4329465
3260,7/24/2017,GRSP,YR-SR,712563,4329441
824,5/31/2015,GRSP,YR-WS,708240,4331823
2557,7/27/2016,GRSP,YR-WS,712283,4331837
2562,7/27/2016,GRSP,YR-WS,712237,4331845
2549,7/27/2016,GRSP,YR-WS,712266,4331876
2560,7/27/2016,GRSP,YR-WS,712222,4331883
4094,5/18/2019,GRSP,YS-BD,712561,4329489
4104,5/18/2019,GRSP,YS-BD,712249,4329804
4095,5/18/2019,GRSP,YS-BD,712564,4329807
4041,5/13/2019,GRSP,YS-BD,711187,4330262
2816,6/3/2017,GRSP,YS-BR,707141,4330257
3256,7/22/2017,GRSP,YS-BW,713635,4334998
3609,6/11/2018,GRSP,YS-BY,712301,4331805
3608,6/11/2018,GRSP,YS-BY,712296,4331808
3612,6/11/2018,GRSP,YS-BY,712296,4331808
3606,6/11/2018,GRSP,YS-BY,712297,4331811
3904,7/19/2018,GRSP,YS-DD,711837,4329118
4044,5/13/2019,GRSP,YS-DG,711233,4330310
4076,5/17/2019,GRSP,YS-DK,707179,4326960
4075,5/17/2019,GRSP,YS-DK,707432,4326964
4156,5/27/2019,GRSP,YS-DK,707941,4327095
4158,5/27/2019,GRSP,YS-DK,707621,4327095
4157,5/27/2019,GRSP,YS-DK,707620,4327410
4081,5/17/2019,GRSP,YS-DK,711459,4328573
4079,5/17/2019,GRSP,YS-DK,711142,4328577
3773,6/28/2018,GRSP,YS-DK,713605,4334365
4182,5/30/2019,GRSP,YS-DK,713446,4334378
3369,5/17/2018,GRSP,YS-DK,713542,4334402
3766,6/28/2018,GRSP,YS-DK,713646,4334404
4211,6/5/2019,GRSP,YS-DP,713604,4335150
3645,6/14/2018,GRSP,YS-DW,711771,4331698
4709,6/6/2020,GRSP,YS-GD,711120,4330333
4679,5/29/2020,GRSP,YS-GD,711193,4330564
4675,5/29/2020,GRSP,YS-GD,711191,4330574
4676,5/29/2020,GRSP,YS-GD,711176,4330577
4625,5/20/2020,GRSP,YS-GD,711385,4330628
2323,6/30/2016,GRSP,YS-GG,711581,4328288
3216,7/18/2017,GRSP,YS-GG,711717,4328462
4343,6/18/2019,GRSP,YS-GK,711461,4328246
4350,6/20/2019,GRSP,YS-GO,710914,4330193
4536,7/15/2019,GRSP,YS-GO,710910,4330214
228,6/1/2014,GRSP,YS-GR,712482,4330070
176,5/28/2014,GRSP,YS-GR,712494,4330074
4085,5/17/2019,GRSP,YS-GY,713729,4335517
4937,7/23/2020,GRSP,YS-KD,711926,4329652
4939,7/23/2020,GRSP,YS-KD,711926,4329652
4769,6/18/2020,GRSP,YS-KK,712389,4330755
